Date,price,zone
6/1/2021 12:00:00 AM,48.30799,PGAE
6/1/2021 12:00:00 AM,45.09802,SCE
6/1/2021 12:00:00 AM,45.17256,SDGE
6/1/2021 12:00:00 AM,43.91000,VEA
6/1/2021 1:00:00 AM,42.46347,PGAE
6/1/2021 1:00:00 AM,40.38765,SCE
6/1/2021 1:00:00 AM,40.56959,SDGE
6/1/2021 1:00:00 AM,39.18433,VEA
6/1/2021 2:00:00 AM,41.98073,PGAE
6/1/2021 2:00:00 AM,40.09598,SCE
6/1/2021 2:00:00 AM,40.32952,SDGE
6/1/2021 2:00:00 AM,38.92825,VEA
6/1/2021 3:00:00 AM,41.39482,PGAE
6/1/2021 3:00:00 AM,39.76530,SCE
6/1/2021 3:00:00 AM,40.12201,SDGE
6/1/2021 3:00:00 AM,38.64247,VEA
6/1/2021 4:00:00 AM,41.98669,PGAE
6/1/2021 4:00:00 AM,40.26943,SCE
6/1/2021 4:00:00 AM,40.53647,SDGE
6/1/2021 4:00:00 AM,38.59735,VEA
6/1/2021 5:00:00 AM,45.74694,PGAE
6/1/2021 5:00:00 AM,43.91993,SCE
6/1/2021 5:00:00 AM,44.14383,SDGE
6/1/2021 5:00:00 AM,42.35264,VEA
6/1/2021 6:00:00 AM,54.24323,PGAE
6/1/2021 6:00:00 AM,52.25885,SCE
6/1/2021 6:00:00 AM,52.50357,SDGE
6/1/2021 6:00:00 AM,50.06699,VEA
6/1/2021 7:00:00 AM,42.86040,PGAE
6/1/2021 7:00:00 AM,40.33480,SCE
6/1/2021 7:00:00 AM,40.59235,SDGE
6/1/2021 7:00:00 AM,33.52000,VEA
6/1/2021 8:00:00 AM,41.57857,PGAE
6/1/2021 8:00:00 AM,38.60724,SCE
6/1/2021 8:00:00 AM,38.72721,SDGE
6/1/2021 8:00:00 AM,36.12780,VEA
6/1/2021 9:00:00 AM,42.44064,PGAE
6/1/2021 9:00:00 AM,37.67445,SCE
6/1/2021 9:00:00 AM,37.49737,SDGE
6/1/2021 9:00:00 AM,35.59205,VEA
6/1/2021 10:00:00 AM,43.78153,PGAE
6/1/2021 10:00:00 AM,37.15357,SCE
6/1/2021 10:00:00 AM,36.92300,SDGE
6/1/2021 10:00:00 AM,35.10618,VEA
6/1/2021 11:00:00 AM,41.26599,PGAE
6/1/2021 11:00:00 AM,35.74465,SCE
6/1/2021 11:00:00 AM,35.36115,SDGE
6/1/2021 11:00:00 AM,33.63088,VEA
6/1/2021 12:00:00 PM,52.51123,PGAE
6/1/2021 12:00:00 PM,41.44855,SCE
6/1/2021 12:00:00 PM,40.91561,SDGE
6/1/2021 12:00:00 PM,39.28422,VEA
6/1/2021 1:00:00 PM,54.48910,PGAE
6/1/2021 1:00:00 PM,48.54521,SCE
6/1/2021 1:00:00 PM,47.53883,SDGE
6/1/2021 1:00:00 PM,45.48713,VEA
6/1/2021 2:00:00 PM,57.27038,PGAE
6/1/2021 2:00:00 PM,48.47230,SCE
6/1/2021 2:00:00 PM,47.47653,SDGE
6/1/2021 2:00:00 PM,45.95021,VEA
6/1/2021 3:00:00 PM,64.13000,PGAE
