Date,price,zone
2/1/2021 12:00:00 AM,32.76983,PGAE
2/1/2021 12:00:00 AM,31.35175,SCE
2/1/2021 12:00:00 AM,31.95171,SDGE
2/1/2021 12:00:00 AM,30.71971,VEA
2/1/2021 1:00:00 AM,31.71343,PGAE
2/1/2021 1:00:00 AM,30.42624,SCE
2/1/2021 1:00:00 AM,30.97034,SDGE
2/1/2021 1:00:00 AM,29.84793,VEA
2/1/2021 2:00:00 AM,31.20925,PGAE
2/1/2021 2:00:00 AM,30.18000,SCE
2/1/2021 2:00:00 AM,30.68387,SDGE
2/1/2021 2:00:00 AM,29.67306,VEA
2/1/2021 3:00:00 AM,31.51760,PGAE
2/1/2021 3:00:00 AM,30.33867,SCE
2/1/2021 3:00:00 AM,30.90373,SDGE
2/1/2021 3:00:00 AM,29.82167,VEA
2/1/2021 4:00:00 AM,32.27004,PGAE
2/1/2021 4:00:00 AM,31.18071,SCE
2/1/2021 4:00:00 AM,31.78095,SDGE
2/1/2021 4:00:00 AM,30.65669,VEA
2/1/2021 5:00:00 AM,36.66742,PGAE
2/1/2021 5:00:00 AM,35.45071,SCE
2/1/2021 5:00:00 AM,36.23417,SDGE
2/1/2021 5:00:00 AM,34.72140,VEA
2/1/2021 6:00:00 AM,46.02138,PGAE
2/1/2021 6:00:00 AM,44.33414,SCE
2/1/2021 6:00:00 AM,45.27501,SDGE
2/1/2021 6:00:00 AM,43.42945,VEA
2/1/2021 7:00:00 AM,48.79095,PGAE
2/1/2021 7:00:00 AM,46.40858,SCE
2/1/2021 7:00:00 AM,47.41394,SDGE
2/1/2021 7:00:00 AM,45.12686,VEA
2/1/2021 8:00:00 AM,37.00002,VEA
2/1/2021 8:00:00 AM,40.81764,PGAE
2/1/2021 8:00:00 AM,38.34648,SCE
2/1/2021 8:00:00 AM,39.19000,SDGE
2/1/2021 9:00:00 AM,34.69736,PGAE
2/1/2021 9:00:00 AM,32.86354,SCE
2/1/2021 9:00:00 AM,33.05391,SDGE
2/1/2021 9:00:00 AM,30.89959,VEA
2/1/2021 10:00:00 AM,32.11902,PGAE
2/1/2021 10:00:00 AM,30.43877,SCE
2/1/2021 10:00:00 AM,30.37994,SDGE
2/1/2021 10:00:00 AM,28.29598,VEA
2/1/2021 11:00:00 AM,29.59975,PGAE
2/1/2021 11:00:00 AM,28.10089,SCE
2/1/2021 11:00:00 AM,28.16024,SDGE
2/1/2021 11:00:00 AM,26.18037,VEA
2/1/2021 12:00:00 PM,27.73943,PGAE
2/1/2021 12:00:00 PM,26.32694,SCE
2/1/2021 12:00:00 PM,26.22058,SDGE
2/1/2021 12:00:00 PM,24.14407,VEA
2/1/2021 1:00:00 PM,27.14599,PGAE
2/1/2021 1:00:00 PM,25.67101,SCE
2/1/2021 1:00:00 PM,25.66525,SDGE
2/1/2021 1:00:00 PM,23.77575,VEA
2/1/2021 2:00:00 PM,27.63375,PGAE
2/1/2021 2:00:00 PM,26.23023,SCE
2/1/2021 2:00:00 PM,26.33165,SDGE
2/1/2021 2:00:00 PM,24.53832,VEA
2/1/2021 3:00:00 PM,31.67984,PGAE
2/1/2021 3:00:00 PM,30.42184,SCE
2/1/2021 3:00:00 PM,30.99958,SDGE
2/1/2021 3:00:00 PM,29.06133,VEA
2/1/2021 4:00:00 PM,41.49867,PGAE
2/1/2021 4:00:00 PM,40.22229,SCE
2/1/2021 4:00:00 PM,41.06912,SDGE
2/1/2021 4:00:00 PM,38.79455,VEA
2/1/2021 5:00:00 PM,56.34113,PGAE
2/1/2021 5:00:00 PM,55.28948,SCE
2/1/2021 5:00:00 PM,56.51453,SDGE
2/1/2021 5:00:00 PM,52.48697,VEA
2/1/2021 6:00:00 PM,58.32000,PGAE
2/1/2021 6:00:00 PM,57.36393,SCE
2/1/2021 6:00:00 PM,58.32000,SDGE
2/1/2021 6:00:00 PM,54.32770,VEA
2/1/2021 7:00:00 PM,50.45383,PGAE
2/1/2021 7:00:00 PM,49.22617,SCE
2/1/2021 7:00:00 PM,49.93981,SDGE
2/1/2021 7:00:00 PM,47.04034,VEA
2/1/2021 8:00:00 PM,46.46410,PGAE
2/1/2021 8:00:00 PM,45.01253,SCE
2/1/2021 8:00:00 PM,45.64902,SDGE
2/1/2021 8:00:00 PM,43.02978,VEA
2/1/2021 9:00:00 PM,40.34426,PGAE
2/1/2021 9:00:00 PM,39.19361,SCE
2/1/2021 9:00:00 PM,39.80676,SDGE
2/1/2021 9:00:00 PM,37.88769,VEA
2/1/2021 10:00:00 PM,35.19560,PGAE
2/1/2021 10:00:00 PM,34.22634,SCE
2/1/2021 10:00:00 PM,34.65365,SDGE
2/1/2021 10:00:00 PM,33.16328,VEA
2/1/2021 11:00:00 PM,33.57437,PGAE
2/1/2021 11:00:00 PM,32.86873,SCE
2/1/2021 11:00:00 PM,33.58103,SDGE
2/1/2021 11:00:00 PM,32.01664,VEA
2/2/2021 12:00:00 AM,31.85209,PGAE
2/2/2021 12:00:00 AM,30.77533,SCE
