Date,price,zone
10/1/2021 12:00:00 AM,62.89228,PGAE
10/1/2021 12:00:00 AM,59.89158,SCE
10/1/2021 12:00:00 AM,60.80404,SDGE
10/1/2021 12:00:00 AM,58.57494,VEA
10/1/2021 1:00:00 AM,59.34315,PGAE
10/1/2021 1:00:00 AM,56.44554,SCE
10/1/2021 1:00:00 AM,57.09202,SDGE
10/1/2021 1:00:00 AM,54.46571,VEA
10/1/2021 2:00:00 AM,58.25577,PGAE
10/1/2021 2:00:00 AM,55.42259,SCE
10/1/2021 2:00:00 AM,55.99489,SDGE
10/1/2021 2:00:00 AM,53.73402,VEA
10/1/2021 3:00:00 AM,56.91849,PGAE
10/1/2021 3:00:00 AM,54.22550,SCE
10/1/2021 3:00:00 AM,54.69095,SDGE
10/1/2021 3:00:00 AM,51.92593,VEA
10/1/2021 4:00:00 AM,58.97646,PGAE
10/1/2021 4:00:00 AM,55.93000,SCE
10/1/2021 4:00:00 AM,56.43965,SDGE
10/1/2021 4:00:00 AM,53.69097,VEA
10/1/2021 5:00:00 AM,62.04607,PGAE
10/1/2021 5:00:00 AM,59.47597,SCE
10/1/2021 5:00:00 AM,60.14881,SDGE
10/1/2021 5:00:00 AM,58.25154,VEA
10/1/2021 6:00:00 AM,69.23029,PGAE
10/1/2021 6:00:00 AM,66.63381,SCE
10/1/2021 6:00:00 AM,67.36598,SDGE
10/1/2021 6:00:00 AM,64.05768,VEA
10/1/2021 7:00:00 AM,67.80328,PGAE
10/1/2021 7:00:00 AM,64.21633,SCE
10/1/2021 7:00:00 AM,64.71653,SDGE
10/1/2021 7:00:00 AM,60.53723,VEA
10/1/2021 8:00:00 AM,57.92543,PGAE
10/1/2021 8:00:00 AM,53.99129,SCE
10/1/2021 8:00:00 AM,54.34235,SDGE
10/1/2021 8:00:00 AM,50.65340,VEA
10/1/2021 9:00:00 AM,52.22216,PGAE
10/1/2021 9:00:00 AM,48.55718,SCE
10/1/2021 9:00:00 AM,48.72263,SDGE
10/1/2021 9:00:00 AM,45.59913,VEA
10/1/2021 10:00:00 AM,50.34151,PGAE
10/1/2021 10:00:00 AM,44.99778,SCE
10/1/2021 10:00:00 AM,45.02102,SDGE
10/1/2021 10:00:00 AM,41.79593,VEA
10/1/2021 11:00:00 AM,52.58000,PGAE
10/1/2021 11:00:00 AM,48.38121,SCE
10/1/2021 11:00:00 AM,49.66402,SDGE
10/1/2021 11:00:00 AM,43.03266,VEA
10/1/2021 12:00:00 PM,56.10664,PGAE
10/1/2021 12:00:00 PM,55.54344,SCE
10/1/2021 12:00:00 PM,57.95872,SDGE
10/1/2021 12:00:00 PM,47.10572,VEA
10/1/2021 1:00:00 PM,57.76960,PGAE
10/1/2021 1:00:00 PM,53.92998,SCE
10/1/2021 1:00:00 PM,53.63223,SDGE
10/1/2021 1:00:00 PM,49.44178,VEA
10/1/2021 2:00:00 PM,63.18909,PGAE
10/1/2021 2:00:00 PM,59.38059,SCE
10/1/2021 2:00:00 PM,59.35686,SDGE
10/1/2021 2:00:00 PM,55.50079,VEA
10/1/2021 3:00:00 PM,63.54240,PGAE
10/1/2021 3:00:00 PM,62.62516,SCE
10/1/2021 3:00:00 PM,63.81000,SDGE
10/1/2021 3:00:00 PM,57.25237,VEA
10/1/2021 4:00:00 PM,70.05746,PGAE
10/1/2021 4:00:00 PM,67.48076,SCE
10/1/2021 4:00:00 PM,68.06326,SDGE
10/1/2021 4:00:00 PM,63.61571,VEA
10/1/2021 5:00:00 PM,90.00000,PGAE
10/1/2021 5:00:00 PM,87.07511,SCE
10/1/2021 5:00:00 PM,88.10898,SDGE
10/1/2021 5:00:00 PM,83.31075,VEA
10/1/2021 6:00:00 PM,112.24374,PGAE
10/1/2021 6:00:00 PM,109.65043,SCE
10/1/2021 6:00:00 PM,110.90276,SDGE
10/1/2021 6:00:00 PM,106.61382,VEA
10/1/2021 7:00:00 PM,92.30066,PGAE
10/1/2021 7:00:00 PM,90.81829,SCE
10/1/2021 7:00:00 PM,91.83399,SDGE
10/1/2021 7:00:00 PM,88.17381,VEA
10/1/2021 8:00:00 PM,79.91491,PGAE
