Date,price,zone
2/1/2017 12:00:00 AM,29.60309,PGAE
2/1/2017 12:00:00 AM,28.34240,SCE
2/1/2017 12:00:00 AM,28.60263,SDGE
2/1/2017 12:00:00 AM,27.98385,VEA
2/1/2017 1:00:00 AM,28.14935,PGAE
2/1/2017 1:00:00 AM,27.09371,SCE
2/1/2017 1:00:00 AM,27.37209,SDGE
2/1/2017 1:00:00 AM,26.79604,VEA
2/1/2017 2:00:00 AM,26.58416,PGAE
2/1/2017 2:00:00 AM,25.62272,SCE
2/1/2017 2:00:00 AM,25.95623,SDGE
2/1/2017 2:00:00 AM,25.36998,VEA
2/1/2017 3:00:00 AM,26.62663,PGAE
2/1/2017 3:00:00 AM,25.68668,SCE
2/1/2017 3:00:00 AM,25.99478,SDGE
2/1/2017 3:00:00 AM,25.44386,VEA
2/1/2017 4:00:00 AM,28.52770,PGAE
2/1/2017 4:00:00 AM,27.52344,SCE
2/1/2017 4:00:00 AM,27.77520,SDGE
2/1/2017 4:00:00 AM,27.25769,VEA
2/1/2017 5:00:00 AM,36.86702,PGAE
2/1/2017 5:00:00 AM,35.16520,SCE
2/1/2017 5:00:00 AM,35.68722,SDGE
2/1/2017 5:00:00 AM,34.76298,VEA
2/1/2017 6:00:00 AM,45.93512,PGAE
2/1/2017 6:00:00 AM,43.47617,SCE
2/1/2017 6:00:00 AM,47.27413,SDGE
2/1/2017 6:00:00 AM,42.34571,VEA
2/1/2017 7:00:00 AM,51.79887,PGAE
2/1/2017 7:00:00 AM,47.76187,SCE
2/1/2017 7:00:00 AM,50.28225,SDGE
2/1/2017 7:00:00 AM,40.63008,VEA
2/1/2017 8:00:00 AM,35.00000,PGAE
2/1/2017 8:00:00 AM,31.63222,SCE
2/1/2017 8:00:00 AM,32.59269,SDGE
2/1/2017 8:00:00 AM,30.97260,VEA
2/1/2017 9:00:00 AM,28.29417,PGAE
2/1/2017 9:00:00 AM,25.30031,SCE
2/1/2017 9:00:00 AM,26.10073,SDGE
2/1/2017 9:00:00 AM,24.40548,VEA
2/1/2017 10:00:00 AM,29.11886,PGAE
2/1/2017 10:00:00 AM,21.19000,SCE
2/1/2017 10:00:00 AM,21.09040,SDGE
2/1/2017 10:00:00 AM,20.82309,VEA
2/1/2017 11:00:00 AM,25.55246,PGAE
2/1/2017 11:00:00 AM,16.57685,SCE
2/1/2017 11:00:00 AM,21.84929,SDGE
2/1/2017 11:00:00 AM,16.06441,VEA
2/1/2017 12:00:00 PM,25.27562,PGAE
2/1/2017 12:00:00 PM,10.34664,SCE
2/1/2017 12:00:00 PM,14.92896,SDGE
2/1/2017 12:00:00 PM,10.56911,VEA
2/1/2017 1:00:00 PM,27.22906,PGAE
2/1/2017 1:00:00 PM,11.64572,SCE
2/1/2017 1:00:00 PM,12.60838,SDGE
2/1/2017 1:00:00 PM,12.33381,VEA
2/1/2017 2:00:00 PM,26.56194,PGAE
2/1/2017 2:00:00 PM,19.78000,SCE
2/1/2017 2:00:00 PM,23.18888,SDGE
2/1/2017 2:00:00 PM,19.28754,VEA
2/1/2017 3:00:00 PM,30.28023,PGAE
2/1/2017 3:00:00 PM,28.43917,SCE
2/1/2017 3:00:00 PM,29.92169,SDGE
2/1/2017 3:00:00 PM,27.59734,VEA
2/1/2017 4:00:00 PM,38.16209,PGAE
2/1/2017 4:00:00 PM,35.35628,SCE
2/1/2017 4:00:00 PM,35.60436,SDGE
2/1/2017 4:00:00 PM,34.52562,VEA
2/1/2017 5:00:00 PM,51.48503,PGAE
2/1/2017 5:00:00 PM,47.96642,SCE
2/1/2017 5:00:00 PM,52.00000,SDGE
2/1/2017 5:00:00 PM,46.54421,VEA
2/1/2017 6:00:00 PM,59.02000,PGAE
2/1/2017 6:00:00 PM,54.73941,SCE
2/1/2017 6:00:00 PM,58.26726,SDGE
2/1/2017 6:00:00 PM,53.40762,VEA
2/1/2017 7:00:00 PM,50.99127,PGAE
2/1/2017 7:00:00 PM,48.16721,SCE
2/1/2017 7:00:00 PM,51.64359,SDGE
2/1/2017 7:00:00 PM,46.99011,VEA
2/1/2017 8:00:00 PM,49.13588,PGAE
2/1/2017 8:00:00 PM,46.70157,SCE
2/1/2017 8:00:00 PM,46.93567,SDGE
2/1/2017 8:00:00 PM,43.10181,VEA
2/1/2017 9:00:00 PM,40.92266,PGAE
2/1/2017 9:00:00 PM,38.77198,SCE
2/1/2017 9:00:00 PM,39.04939,SDGE
2/1/2017 9:00:00 PM,37.89044,VEA
2/1/2017 10:00:00 PM,34.97307,PGAE
2/1/2017 10:00:00 PM,33.80982,SCE
2/1/2017 10:00:00 PM,33.95737,SDGE
2/1/2017 10:00:00 PM,33.15098,VEA
2/1/2017 11:00:00 PM,31.72850,PGAE
2/1/2017 11:00:00 PM,30.57513,SCE
2/1/2017 11:00:00 PM,30.89534,SDGE
2/1/2017 11:00:00 PM,30.05596,VEA
2/2/2017 12:00:00 AM,28.33515,PGAE
2/2/2017 12:00:00 AM,27.30534,SCE
2/2/2017 12:00:00 AM,27.44412,SDGE
2/2/2017 12:00:00 AM,26.95559,VEA
2/2/2017 1:00:00 AM,26.00000,PGAE
2/2/2017 1:00:00 AM,25.19524,SCE
2/2/2017 1:00:00 AM,25.38941,SDGE
2/2/2017 1:00:00 AM,24.92444,VEA
2/2/2017 2:00:00 AM,25.38269,PGAE
2/2/2017 2:00:00 AM,24.63379,SCE
2/2/2017 2:00:00 AM,24.84348,SDGE
2/2/2017 2:00:00 AM,24.39664,VEA
2/2/2017 3:00:00 AM,25.29890,PGAE
2/2/2017 3:00:00 AM,24.57935,SCE
2/2/2017 3:00:00 AM,24.80094,SDGE
2/2/2017 3:00:00 AM,24.35278,VEA
2/2/2017 4:00:00 AM,26.57020,PGAE
2/2/2017 4:00:00 AM,25.75816,SCE
2/2/2017 4:00:00 AM,25.88088,SDGE
2/2/2017 4:00:00 AM,25.48661,VEA
2/2/2017 5:00:00 AM,32.42867,PGAE
2/2/2017 5:00:00 AM,31.40127,SCE
2/2/2017 5:00:00 AM,31.68211,SDGE
2/2/2017 5:00:00 AM,30.98408,VEA
2/2/2017 6:00:00 AM,43.92878,PGAE
2/2/2017 6:00:00 AM,42.39939,SCE
