Date,price,zone
5/1/2019 12:00:00 AM,23.45852,PGAE
5/1/2019 12:00:00 AM,23.43755,SCE
5/1/2019 12:00:00 AM,23.89798,SDGE
5/1/2019 12:00:00 AM,22.98181,VEA
5/1/2019 1:00:00 AM,20.79497,PGAE
5/1/2019 1:00:00 AM,20.60554,SCE
5/1/2019 1:00:00 AM,21.22464,SDGE
5/1/2019 1:00:00 AM,20.27213,VEA
5/1/2019 2:00:00 AM,19.49162,PGAE
5/1/2019 2:00:00 AM,19.36883,SCE
5/1/2019 2:00:00 AM,19.92679,SDGE
5/1/2019 2:00:00 AM,19.04398,VEA
5/1/2019 3:00:00 AM,19.70044,PGAE
5/1/2019 3:00:00 AM,19.48431,SCE
5/1/2019 3:00:00 AM,20.02306,SDGE
5/1/2019 3:00:00 AM,19.18627,VEA
5/1/2019 4:00:00 AM,23.54611,PGAE
5/1/2019 4:00:00 AM,23.16000,SCE
5/1/2019 4:00:00 AM,23.68992,SDGE
5/1/2019 4:00:00 AM,22.81347,VEA
5/1/2019 5:00:00 AM,36.29403,PGAE
5/1/2019 5:00:00 AM,35.00510,SCE
5/1/2019 5:00:00 AM,36.00000,SDGE
5/1/2019 5:00:00 AM,34.43556,VEA
5/1/2019 6:00:00 AM,41.17286,PGAE
5/1/2019 6:00:00 AM,39.64246,SCE
5/1/2019 6:00:00 AM,41.57478,SDGE
5/1/2019 6:00:00 AM,39.00000,VEA
5/1/2019 7:00:00 AM,33.17209,PGAE
5/1/2019 7:00:00 AM,33.69622,SCE
5/1/2019 7:00:00 AM,59.63412,SDGE
5/1/2019 7:00:00 AM,28.87932,VEA
5/1/2019 8:00:00 AM,22.18720,PGAE
5/1/2019 8:00:00 AM,24.13118,SCE
5/1/2019 8:00:00 AM,49.14562,SDGE
5/1/2019 8:00:00 AM,17.84021,VEA
5/1/2019 9:00:00 AM,18.27002,PGAE
5/1/2019 9:00:00 AM,20.24301,SCE
5/1/2019 9:00:00 AM,51.41257,SDGE
5/1/2019 9:00:00 AM,13.60741,VEA
5/1/2019 10:00:00 AM,16.47073,PGAE
5/1/2019 10:00:00 AM,18.30063,SCE
5/1/2019 10:00:00 AM,42.50000,SDGE
5/1/2019 10:00:00 AM,11.58566,VEA
5/1/2019 11:00:00 AM,13.34211,PGAE
5/1/2019 11:00:00 AM,15.12231,SCE
5/1/2019 11:00:00 AM,34.12818,SDGE
5/1/2019 11:00:00 AM,8.94943,VEA
5/1/2019 12:00:00 PM,13.54642,PGAE
5/1/2019 12:00:00 PM,14.58627,SCE
5/1/2019 12:00:00 PM,36.66000,SDGE
5/1/2019 12:00:00 PM,9.98313,VEA
5/1/2019 1:00:00 PM,14.19337,PGAE
5/1/2019 1:00:00 PM,15.35100,SCE
5/1/2019 1:00:00 PM,29.27405,SDGE
5/1/2019 1:00:00 PM,10.44684,VEA
5/1/2019 2:00:00 PM,16.41355,PGAE
5/1/2019 2:00:00 PM,17.29989,SCE
5/1/2019 2:00:00 PM,28.70756,SDGE
5/1/2019 2:00:00 PM,12.63316,VEA
5/1/2019 3:00:00 PM,18.44207,PGAE
5/1/2019 3:00:00 PM,19.30574,SCE
5/1/2019 3:00:00 PM,32.70811,SDGE
5/1/2019 3:00:00 PM,14.38085,VEA
5/1/2019 4:00:00 PM,17.28750,PGAE
5/1/2019 4:00:00 PM,18.78795,SCE
5/1/2019 4:00:00 PM,37.80841,SDGE
5/1/2019 4:00:00 PM,13.69049,VEA
5/1/2019 5:00:00 PM,24.92940,PGAE
5/1/2019 5:00:00 PM,25.54791,SCE
5/1/2019 5:00:00 PM,35.89590,SDGE
5/1/2019 5:00:00 PM,22.38686,VEA
5/1/2019 6:00:00 PM,38.71014,PGAE
5/1/2019 6:00:00 PM,40.19442,SCE
5/1/2019 6:00:00 PM,55.81015,SDGE
5/1/2019 6:00:00 PM,34.99779,VEA
5/1/2019 7:00:00 PM,61.29550,PGAE
5/1/2019 7:00:00 PM,61.02387,SCE
5/1/2019 7:00:00 PM,70.34411,SDGE
5/1/2019 7:00:00 PM,57.66462,VEA
5/1/2019 8:00:00 PM,57.84313,PGAE
5/1/2019 8:00:00 PM,57.56772,SCE
5/1/2019 8:00:00 PM,67.86000,SDGE
5/1/2019 8:00:00 PM,54.05984,VEA
5/1/2019 9:00:00 PM,45.21023,PGAE
5/1/2019 9:00:00 PM,45.87296,SCE
5/1/2019 9:00:00 PM,53.42000,SDGE
5/1/2019 9:00:00 PM,43.23255,VEA
5/1/2019 10:00:00 PM,35.20651,PGAE
5/1/2019 10:00:00 PM,35.75719,SCE
5/1/2019 10:00:00 PM,46.00000,SDGE
5/1/2019 10:00:00 PM,33.58950,VEA
5/1/2019 11:00:00 PM,27.23996,PGAE
5/1/2019 11:00:00 PM,26.93000,SCE
5/1/2019 11:00:00 PM,28.43057,SDGE
5/1/2019 11:00:00 PM,26.39254,VEA
5/2/2019 12:00:00 AM,21.49889,PGAE
5/2/2019 12:00:00 AM,21.28662,SCE
5/2/2019 12:00:00 AM,22.37002,SDGE
5/2/2019 12:00:00 AM,20.76325,VEA
5/2/2019 1:00:00 AM,20.89463,PGAE
5/2/2019 1:00:00 AM,20.47000,SCE
5/2/2019 1:00:00 AM,21.69397,SDGE
5/2/2019 1:00:00 AM,19.99135,VEA
5/2/2019 2:00:00 AM,18.20100,PGAE
5/2/2019 2:00:00 AM,17.65616,SCE
5/2/2019 2:00:00 AM,18.51959,SDGE
5/2/2019 2:00:00 AM,17.31235,VEA
5/2/2019 3:00:00 AM,19.15731,PGAE
5/2/2019 3:00:00 AM,18.58713,SCE
5/2/2019 3:00:00 AM,19.55257,SDGE
5/2/2019 3:00:00 AM,18.19495,VEA
5/2/2019 4:00:00 AM,20.55700,PGAE
5/2/2019 4:00:00 AM,19.92078,SCE
5/2/2019 4:00:00 AM,20.88453,SDGE
5/2/2019 4:00:00 AM,19.47532,VEA
5/2/2019 5:00:00 AM,32.04799,PGAE
5/2/2019 5:00:00 AM,31.00000,SCE
5/2/2019 5:00:00 AM,32.55938,SDGE
5/2/2019 5:00:00 AM,30.26806,VEA
5/2/2019 6:00:00 AM,32.21786,PGAE
5/2/2019 6:00:00 AM,31.00418,SCE
5/2/2019 6:00:00 AM,38.04000,SDGE
5/2/2019 6:00:00 AM,30.31737,VEA
5/2/2019 7:00:00 AM,29.13551,PGAE
5/2/2019 7:00:00 AM,29.07057,SCE
5/2/2019 7:00:00 AM,51.55000,SDGE
5/2/2019 7:00:00 AM,26.19521,VEA
5/2/2019 8:00:00 AM,21.09086,PGAE
5/2/2019 8:00:00 AM,22.80338,SCE
5/2/2019 8:00:00 AM,41.16914,SDGE
5/2/2019 8:00:00 AM,17.09351,VEA
5/2/2019 9:00:00 AM,13.18335,PGAE
5/2/2019 9:00:00 AM,15.29685,SCE
